Orden,Linea Colectivo,Ramal,Nº Camara,Ciudad,Latitud,Longitud,Direccion
594,511,ALFAR,239,Mar del Plata,-57.5475737,-38.0936136,"Rotonda del Faro. Plazoleta Castilla y León, Mar del Plata, Provincia de Buenos Aires, Argentina"
595,511,ALFAR,274,Mar del Plata,-57.5388552,-38.0815723,"Avenida de los Trabajadores & Racedo, Mar del Plata, Provincia de Buenos Aires, Argentina"
596,511,ALFAR,362,Mar del Plata,-57.5468741,-38.0733252,"Monseñor D Andrea & Avenida de los Trabajadores, Mar del Plata, Provincia de Buenos Aires, Argentina"
597,511,ALFAR,39,Mar del Plata,-57.5467061,-38.0634685,"Avenida de los Trabajadores & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
598,511,ALFAR,497,Mar del Plata,-57.5451502,-38.0583449,"Avenida de los Trabajadores & Vergara, Mar del Plata, Provincia de Buenos Aires, Argentina"
599,511,ALFAR,277,Mar del Plata,-57.547044,-38.0538764,"Avenida de los Trabajadores & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
600,511,ALFAR,207,Mar del Plata,-57.5448539,-38.0494026,"Avenida de los Trabajadores & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
601,511,ALFAR,61,Mar del Plata,-57.5440553,-38.044661,"Avenida de los Trabajadores & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
602,511,ALFAR,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
603,511,ALFAR,708,Mar del Plata,-57.5423252,-38.040703,"Avenida de los Trabajadores & Avenida Juan B. Justo, Mar del Plata, Provincia de Buenos Aires, Argentina"
604,511,ALFAR,358,Mar del Plata,-57.5449921,-38.0388014,"Avenida Juan B. Justo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
605,511,ALFAR,369,Mar del Plata,-57.5429809,-38.0364073,"Leandro N. Alem & Martín Rodríguez, Mar del Plata, Provincia de Buenos Aires, Argentina"
606,511,ALFAR,371,Mar del Plata,-57.5389864,-38.0315096,"Avenida Juan José Paso & Leandro N. Alem, Mar del Plata, Provincia de Buenos Aires, Argentina"
607,511,ALFAR,384,Mar del Plata,-57.5417264,-38.027871,"Almafuerte & General Paz, Mar del Plata, Provincia de Buenos Aires, Argentina"
608,511,ALFAR,383,Mar del Plata,-57.5517167,-38.022817,"Sarmiento & Almafuerte, Mar del Plata, Provincia de Buenos Aires, Argentina"
609,511,ALFAR,549,Mar del Plata,-57.5478822,-38.018079,"Rodríguez Peña & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
610,511,ALFAR,580,Mar del Plata,-57.544613,-38.017509,"Olavarría & San Lorenzo, Mar del Plata, Provincia de Buenos Aires, Argentina"
611,511,ALFAR,551,Mar del Plata,-57.5424318,-38.013034,"Alsina & Rawson, Mar del Plata, Provincia de Buenos Aires, Argentina"
612,511,ALFAR,456,Mar del Plata,-57.5427843,-38.011749,"Alberti & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
613,511,ALFAR,570,Mar del Plata,-57.5457799,-38.0102407,"Alberti & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
614,511,ALFAR,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
615,511,ALFAR,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
616,511,ALFAR,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
617,511,ALFAR,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
618,511,ALFAR,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
619,511,ALFAR,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
620,511,ALFAR,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
621,511,ALFAR,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
622,511,ALFAR,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
623,511,ALFAR,50,Mar del Plata,-57.5623817,-37.9904422,"Avenida Pedro Luro & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
624,511,ALFAR,58,Mar del Plata,-57.5663445,-37.9884359,"Avenida Pedro Luro & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
625,511,ALFAR,707,Mar del Plata,-57.5705099,-37.9863535,"Avenida Pedro Luro & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
626,511,ALFAR,809,Mar del Plata,-57.5754804,-37.9838062,"Avenida Pedro Luro & México, Mar del Plata, Provincia de Buenos Aires, Argentina"
627,511,ALFAR,55,Mar del Plata,-57.5784575,-37.9822802,"Avenida Pedro Luro & Teodoro Bronzini, Mar del Plata, Provincia de Buenos Aires, Argentina"
628,511,ALFAR,706,Mar del Plata,-57.5822796,-37.9804268,"Champagnat 1564, Mar del Plata, Provincia de Buenos Aires, Argentina"
629,511,ALFAR,60,Mar del Plata,-57.5863716,-37.9781823,"Avenida Pedro Luro & Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina"
630,511,ALFAR,344,Mar del Plata,-57.590468,-37.9763188,"Avenida Pedro Luro & Estado de Israel, Mar del Plata, Provincia de Buenos Aires, Argentina"
631,511,ALFAR,328,Mar del Plata,-57.5914817,-37.9758084,"Avenida Pedro Luro & Remedios de Escalada, Mar del Plata, Provincia de Buenos Aires, Argentina"
632,511,ALFAR,54,Mar del Plata,-57.5943871,-37.9741178,"Avenida Pedro Luro & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
633,511,ALFAR,159,Mar del Plata,-57.5996104,-37.9716862,"Avenida Pedro Luro & José María Calaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
634,511,ALFAR,305,Mar del Plata,-57.6054788,-37.9685081,"Avenida Pedro Luro & Pigüé, Mar del Plata, Provincia de Buenos Aires, Argentina"
635,511,ALFAR,532,Mar del Plata,-57.6104459,-37.9659557,"Avenida Pedro Luro & Leguizamón Onésimo, Mar del Plata, Provincia de Buenos Aires, Argentina"
636,511,ALFAR,329,Mar del Plata,-57.6145542,-37.9641034,"Avenida Pedro Luro & Portugal, Mar del Plata, Provincia de Buenos Aires, Argentina"
637,511,ALFAR,531,Mar del Plata,-57.6215874,-37.9602937,"Avenida Pedro Luro & Ciudad de Rosario, Mar del Plata, Provincia de Buenos Aires, Argentina"
638,511,ALFAR,304,Mar del Plata,-57.6266578,-37.9579504,"Avenida Pedro Luro & Carrillo, Mar del Plata, Provincia de Buenos Aires, Argentina"
639,511,EDISON,209,Mar del Plata,-57.5758628,-38.0727135,"Avenida Jorge Newbery & Bahía Thetis, Mar del Plata, Provincia de Buenos Aires, Argentina"
640,511,EDISON,243,Mar del Plata,-57.5734051,-38.0688545,"Avenida Jorge Newbery & Fragata Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
641,511,EDISON,244,Mar del Plata,-57.5712209,-38.0605842,"Avenida Mario Bravo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
642,511,EDISON,284,Mar del Plata,-57.5663443,-38.0565681,"Avenida Edison & Calabria, Mar del Plata, Provincia de Buenos Aires, Argentina"
643,511,EDISON,279,Mar del Plata,-57.5613839,-38.0524728,"Avenida Edison & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
644,511,EDISON,285,Mar del Plata,-57.558046,-38.0496882,"Avenida Edison & Tripulantes del Fournier, Mar del Plata, Provincia de Buenos Aires, Argentina"
645,511,EDISON,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
646,511,EDISON,286,Mar del Plata,-57.55148,-38.0443042,"Avenida Edison & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
647,511,EDISON,33,Mar del Plata,-57.5482786,-38.0415439,"Avenida Edison & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
648,511,EDISON,358,Mar del Plata,-57.5449921,-38.0388014,"Avenida Juan B. Justo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
649,511,CHAPADMALAL,223,Mar del Plata,-57.6021868,-38.1263208,"Ruta Provincial 11 & Calle 515, Mar del Plata, Provincia de Buenos Aires, Argentina"
650,511,CHAPADMALAL,206,Mar del Plata,-57.5974,-38.12185,"Ruta Provincial 11 & Calle 495 , Acantilados, Mar del Plata, Provincia de Buenos Aires, Argetina"
651,511,CHAPADMALAL,492,Mar del Plata,-57.5839977,-38.111384,"Ruta Provincial 11 & Calle 461, Mar del Plata, Provincia de Buenos Aires, Argentina"
652,511,CHAPADMALAL,487,Mar del Plata,-57.5768095,-38.1087405,"Ruta Provincial 11 & Calle 445, Mar del Plata, Provincia de Buenos Aires, Argentina"
653,511,CHAPADMALAL,364,Mar del Plata,-57.5698726,-38.1050888,"Ruta Provincial 11 & Calle 431 San Jacinto, Mar del Plata, Provincia de Buenos Aires, Argentina"
654,511,CHAPADMALAL,493,Mar del Plata,-57.5584912,-38.0990638,"Diagonal Centro, Mar del Plata, Provincia de Buenos Aires, Argentina"
655,543,CONSTITUCIÓN,123,Mar del Plata,-57.6081559,-37.9910767,"Avenida Juan B. Justo & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
656,543,CONSTITUCIÓN,47,Mar del Plata,-57.6028352,-37.9950965,"Avenida Juan B. Justo & Fernández J. N. , Mar del Plata, Provincia de Buenos Aires, Argentina"
657,543,CONSTITUCIÓN,116,Mar del Plata,-57.6004918,-38.002141,"Ruta Provincial 88 & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
658,543,CONSTITUCIÓN,469,Mar del Plata,-57.5957701,-38.0057194,"Reforma Universitaria & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
659,543,CONSTITUCIÓN,468,Mar del Plata,-57.5904583,-38.009728,"Avenida Polonia & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
660,543,CONSTITUCIÓN,406,Mar del Plata,-57.592101,-38.0110968,"Avenida Polonia & Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina"
661,543,CONSTITUCIÓN,405,Mar del Plata,-57.596984,-38.0151274,"Avenida Polonia & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
662,543,CONSTITUCIÓN,466,Mar del Plata,-57.5866264,-38.0126173,"12 de Octubre & Intendente Camusso, Mar del Plata, Provincia de Buenos Aires, Argentina"
663,543,CONSTITUCIÓN,95,Mar del Plata,-57.5805489,-38.0060207,"Italia & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
664,543,CONSTITUCIÓN,422,Mar del Plata,-57.576591,-38.0080479,"San Juan & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
665,543,CONSTITUCIÓN,560,Mar del Plata,-57.5735691,-38.0095433,"Tomás Guido & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
666,543,CONSTITUCIÓN,477,Mar del Plata,-57.5613468,-38.0067858,"Avenida Independencia & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
667,543,CONSTITUCIÓN,556,Mar del Plata,-57.5583275,-38.0083689,"Hipólito Yrigoyen & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
668,543,CONSTITUCIÓN,9,Mar del Plata,-57.5533191,-38.0108378,"Alvarado & Santa Fe, Mar del Plata, Provincia de Buenos Aires, Argentina"
669,543,CONSTITUCIÓN,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
670,543,CONSTITUCIÓN,570,Mar del Plata,-57.5457799,-38.0102407,"Alberti & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
671,543,CONSTITUCIÓN,456,Mar del Plata,-57.5427843,-38.0117488,"Alberti & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
672,543,CONSTITUCIÓN,203,Mar del Plata,-57.5401737,-38.0084995,"Avenida Colon y Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
673,543,CONSTITUCIÓN,108,Mar del Plata,-57.5423229,-38.0058564,"Avenida Patricio Peralta Ramos & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
674,543,CONSTITUCIÓN,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
675,543,CONSTITUCIÓN,438,Mar del Plata,-57.5424627,-37.9991601,"Diagonal Alberdi Sur & Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina"
676,543,CONSTITUCIÓN,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
677,543,CONSTITUCIÓN,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
678,543,CONSTITUCIÓN,56,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
679,543,CONSTITUCIÓN,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
680,543,CONSTITUCIÓN,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
681,543,CONSTITUCIÓN,508,Mar del Plata,-57.5504221,-37.9896194,"Avenida Libertad & Jujuy, Mar del Plata, Provincia de Buenos Aires, Argentina"
682,543,CONSTITUCIÓN,813,Mar del Plata,-57.5491083,-37.9879564,"Jujuy & Chacabuco, Mar del Plata, Provincia de Buenos Aires, Argentina"
683,543,CONSTITUCIÓN,449,Mar del Plata,-57.557689,-37.9635162,"Avenida Constitución & Marcos Sastre, Mar del Plata, Provincia de Buenos Aires, Argentina"
684,543,CONSTITUCIÓN,453,Mar del Plata,-57.5537985,-37.9586803,"Marcos Sastre & Joaquina Acevedo, Mar del Plata, Provincia de Buenos Aires, Argentina"
685,543,CONSTITUCIÓN,502,Mar del Plata,-57.5597628,-37.9556775,"Joaquina Acevedo & Daireaux, Mar del Plata, Provincia de Buenos Aires, Argentina"
686,543,CONSTITUCIÓN,451,Mar del Plata,-57.5657246,-37.952635,"Montes Carballo & Joaquina Acevedo, Mar del Plata, Provincia de Buenos Aires, Argentina"
687,543,CONSTITUCIÓN,345,Mar del Plata,-57.5749993,-37.9501768,"Avenida Della Paolera & Mariani, Mar del Plata, Provincia de Buenos Aires, Argentina"
688,543,CONSTITUCIÓN,346,Mar del Plata,-57.5827558,-37.946395,"Mariani y Monsenior Zaballa, Mar del Plata, Provincia de Buenos Aires, Argentina"
689,543,CONSTITUCIÓN,684,Mar del Plata,-57.5863428,-37.9339278,"Ruta 2 y Rotonda Aeropuerto, Mar del Plata, Provincia de Buenos Aires, Argentina"
690,581,,239,Mar del Plata,-57.5475737,-38.0936136,"Rotonda del Faro. Plazoleta Castilla y León, Mar del Plata, Provincia de Buenos Aires, Argentina"
691,581,,274,Mar del Plata,-57.5388552,-38.0815723,"Avenida de los Trabajadores & Racedo, Mar del Plata, Provincia de Buenos Aires, Argentina"
692,581,,362,Mar del Plata,-57.5468741,-38.0733252,"Monseñor D Andrea & Avenida de los Trabajadores, Mar del Plata, Provincia de Buenos Aires, Argentina"
693,581,,39,Mar del Plata,-57.5467061,-38.0634685,"Avenida de los Trabajadores & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
694,581,,497,Mar del Plata,-57.5451502,-38.0583449,"Avenida de los Trabajadores & Vergara, Mar del Plata, Provincia de Buenos Aires, Argentina"
695,581,,277,Mar del Plata,-57.547044,-38.0538764,"Avenida de los Trabajadores & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
696,581,,61,Mar del Plata,-57.5440553,-38.044661,"Avenida de los Trabajadores & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
697,581,,708,Mar del Plata,-57.5423252,-38.0407029,"Avenida de los Trabajadores & Avenida Juan B. Justo, Mar del Plata, Provincia de Buenos Aires, Argentina"
698,581,,306,Mar del Plata,-57.5346001,-38.0298261,"Avenida Patricio Peralta Ramos & Formosa, Mar del Plata, Provincia de Buenos Aires, Argentina"
699,581,,308,Mar del Plata,-57.5310174,-38.0254904,"Avenida Patricio Peralta Ramos & General Roca, Mar del Plata, Provincia de Buenos Aires, Argentina"
700,581,,442,Mar del Plata,-57.5288615,-38.0245478,"Avellaneda 26 , Mar del Plata, Provincia de Buenos Aires, Argentina"
701,581,,381,Mar del Plata,-57.5255168,-38.0193099,"Cabo Corrientes Center, Mar del Plata, Provincia de Buenos Aires, Argentina"
702,581,,440,Mar del Plata,-57.5325835,-38.0127563,"Avenida Patricio Peralta Ramos, Mar del Plata, Provincia de Buenos Aires, Argentina"
703,581,,205,Mar del Plata,-57.5332108,-38.0086859,"Avenida Patricio Peralta Ramos & Viamonte, Mar del Plata, Provincia de Buenos Aires, Argentina"
704,581,,578,Mar del Plata,-57.5385752,-38.0082574,"Alsina 2100, Mar del Plata, Provincia de Buenos Aires, Argentina"
705,581,,108,Mar del Plata,-57.5423229,-38.0058564,"Avenida Patricio Peralta Ramos & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
706,581,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
707,581,,448,Mar del Plata,-57.5769418,-37.9944888,"Avenida Juan Héctor Jara & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
708,581,,437,Mar del Plata,-57.5475205,-37.9967517,"25 de Mayo 2800, Mar del Plata, Provincia de Buenos Aires, Argentina"
709,581,,519,Mar del Plata,-57.5478602,-37.9954485,"Nueve de Julio y Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
710,581,,443,Mar del Plata,-57.5452828,-37.9922084,"Avenida Libertad & Avenida Patricio Peralta Ramos, Mar del Plata, Provincia de Buenos Aires, Argentina"
711,581,,804,Mar del Plata,-57.5452102,-37.9899409,"Avenida Patricio Peralta Ramos & Chacabuco, Mar del Plata, Provincia de Buenos Aires, Argentina"
712,581,,41,Mar del Plata,-57.5450508,-37.9866704,"Avenida Independencia & Necochea, Mar del Plata, Provincia de Buenos Aires, Argentina"
713,581,,262,Mar del Plata,-57.5443845,-37.9813924,"Avenida Félix U. Camet & Río Negro, Mar del Plata, Provincia de Buenos Aires, Argentina"
714,581,,587,Mar del Plata,-57.5432396,-37.975338,"Avenida Félix U. Camet & Florisbelo Acosta, Mar del Plata, Provincia de Buenos Aires, Argentina"
715,581,,29,Mar del Plata,-57.543546,-37.9701501,"Constitucion y la Costa, Mar del Plata, Provincia de Buenos Aires, Argentina"
716,581,,251,Mar del Plata,-57.5406799,-37.9630928,"Avenida Félix U. Camet & Pascuala Mugaburu, Mar del Plata, Provincia de Buenos Aires, Argentina"
717,581,,498,Mar del Plata,-57.5372696,-37.95364,"Avenida Félix U. Camet & Lucio Mansilla, Mar del Plata, Provincia de Buenos Aires, Argentina"
718,581,,499,Mar del Plata,-57.5352097,-37.9469528,"Avenida Félix U. Camet & Avenida Fray Luis Beltrán, Mar del Plata, Provincia de Buenos Aires, Argentina"
719,581,,217,Mar del Plata,-57.5394133,-37.9448181,"Avenida Fray Luis Beltrán & Belisario Roldán, Mar del Plata, Provincia de Buenos Aires, Argentina"
720,581,,501,Mar del Plata,-57.5458627,-37.9398081,"Avenida Fray Luis Beltrán & E. Calabrese, Mar del Plata, Provincia de Buenos Aires, Argentina"
721,581,,593,Mar del Plata,-57.5496941,-37.9368941,"Mahatma Ghandi & Avenida Fray Luis Beltrán, Mar del Plata, Provincia de Buenos Aires, Argentina"
722,581,,249,Mar del Plata,-57.5454262,-37.9261278,"Kraglievich & Los Granados, Mar del Plata, Provincia de Buenos Aires, Argentina"
723,581,,250,Mar del Plata,-57.5427289,-37.9238923,"Calle Scaglia & Los Granados, Mar del Plata, Provincia de Buenos Aires, Argentina"
724,591,,578,Mar del Plata,-57.5385752,-38.0082574,"Alsina 2100, Mar del Plata, Provincia de Buenos Aires, Argentina"
725,591,,323,Mar del Plata,-57.6198932,-38.0174776,"Avenida Victorio Tetamanti & Gutemberg, Mar del Plata, Provincia de Buenos Aires, Argentina"
726,591,,402,Mar del Plata,-57.6164343,-38.0187914,"Calabria & Intendente Andrés Mac Gaul, Mar del Plata, Provincia de Buenos Aires, Argentina"
727,591,,216,Mar del Plata,-57.6130298,-38.0213593,"Calabria & B. Goñi, Mar del Plata, Provincia de Buenos Aires, Argentina"
728,591,,403,Mar del Plata,-57.6096796,-38.0213079,"Genova e Inda, Mar del Plata, Provincia de Buenos Aires, Argentina"
729,591,,404,Mar del Plata,-57.6069329,-38.0233755,"Avenida Polonia & Genova, Mar del Plata, Provincia de Buenos Aires, Argentina"
730,591,,416,Mar del Plata,-57.5996724,-38.0288531,"Genova & Pehuajó, Mar del Plata, Provincia de Buenos Aires, Argentina"
731,591,,417,Mar del Plata,-57.5963607,-38.0313601,"Genova & Calle Friuli, Mar del Plata, Provincia de Buenos Aires, Argentina"
732,591,,79,Mar del Plata,-57.5876566,-38.0325768,"Avenida Jacinto Peralta Ramos & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
733,591,,390,Mar del Plata,-57.5810893,-38.0271502,"Avenida Jacinto Peralta Ramos & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
734,591,,389,Mar del Plata,-57.5761876,-38.023073,"Avenida Jacinto Peralta Ramos & Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina"
735,591,,702,Mar del Plata,-57.5711611,-38.0188999,"Avenida Juan B. Justo & Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
736,591,,67,Mar del Plata,-57.5690794,-38.0163618,"Avenida Independencia & Avenida Juan José Paso, Mar del Plata, Provincia de Buenos Aires, Argentina"
737,591,,479,Mar del Plata,-57.5665124,-38.0131404,"Avenida Independencia & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
738,591,,476,Mar del Plata,-57.5639469,-38.0099586,"Avenida Independencia & Rodríguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina"
739,591,,477,Mar del Plata,-57.5613468,-38.0067858,"Avenida Independencia & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
740,591,,478,Mar del Plata,-57.5588173,-38.0036344,"Avenida Independencia & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
741,591,,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
742,591,,581,Mar del Plata,-57.5542638,-37.9979617,"Avenida Independencia & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
743,591,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
744,591,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
745,591,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
746,591,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
747,591,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
748,591,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
749,591,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
750,591,,103,Mar del Plata,-57.5441499,-38.0064477,"Avenida Colon y Tucuman, Mar del Plata, Provincia de Buenos Aires, Argentina"
751,591,,456,Mar del Plata,-57.5427843,-38.0117488,"Alberti & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
752,591,,551,Mar del Plata,-57.5424318,-38.0130341,"Alsina & Rawson, Mar del Plata, Provincia de Buenos Aires, Argentina"
753,591,,373,Mar del Plata,-57.5460357,-38.0314486,"Azcuénaga & General Rivas, Mar del Plata, Provincia de Buenos Aires, Argentina"
754,593,,392,Mar del Plata,-57.5970282,-38.0448893,"Avenida Antártida Argentina & Calle Manrique, Mar del Plata, Provincia de Buenos Aires, Argentina"
755,593,,62,Mar del Plata,-57.5947315,-38.0429631,"Avenida Mario Bravo & Avenida Antártida Argentina, Mar del Plata, Provincia de Buenos Aires, Argentina"
756,593,,295,Mar del Plata,-57.5929752,-38.0391016,"Avenida Antártida Argentina & William Morris, Mar del Plata, Provincia de Buenos Aires, Argentina"
757,593,,296,Mar del Plata,-57.5910995,-38.0354063,"Genova 6491, Mar del Plata, Provincia de Buenos Aires, Argentina"
758,593,,79,Mar del Plata,-57.5876566,-38.0325768,"Avenida Jacinto Peralta Ramos & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
759,593,,91,Mar del Plata,-57.5928098,-38.0340492,"Genova & González Chávez, Mar del Plata, Provincia de Buenos Aires, Argentina"
760,593,,417,Mar del Plata,-57.5963607,-38.0313601,"Genova & Calle Friuli, Mar del Plata, Provincia de Buenos Aires, Argentina"
761,593,,416,Mar del Plata,-57.5996724,-38.0288531,"Genova & Pehuajó, Mar del Plata, Provincia de Buenos Aires, Argentina"
762,593,,404,Mar del Plata,-57.6069329,-38.0233755,"Avenida Polonia & Genova, Mar del Plata, Provincia de Buenos Aires, Argentina"
763,593,,403,Mar del Plata,-57.6096796,-38.0213079,"Genova e Inda, Mar del Plata, Provincia de Buenos Aires, Argentina"
764,593,,216,Mar del Plata,-57.6130298,-38.0213593,"Calabria & B. Goñi, Mar del Plata, Provincia de Buenos Aires, Argentina"
765,593,,402,Mar del Plata,-57.6164343,-38.0187914,"Calabria & Intendente Andrés Mac Gaul, Mar del Plata, Provincia de Buenos Aires, Argentina"
766,593,,323,Mar del Plata,-57.6198932,-38.0174776,"Avenida Victorio Tetamanti & Gutemberg, Mar del Plata, Provincia de Buenos Aires, Argentina"
767,593,,155,Mar del Plata,-57.6207799,-38.0139099,"Juan D'Arienzo y Fresedo, Mar del Plata, Provincia de Buenos Aires, Argentina"
768,593,,226,Mar del Plata,-57.6138226,-38.0089183,"Avenida Presidente Perón & Soler, Mar del Plata, Provincia de Buenos Aires, Argentina"
769,593,,215,Mar del Plata,-57.6114098,-38.0081252,"Rosales 9800 , Mar del Plata, Provincia de Buenos Aires, Argentina"
